type,text_preprocessed
spam,winner special select receiv £ cash £ award speak live oper claim call ampm cost p
ham,yeah dont go bed ill back midnight
spam,sunshin hol claim ur med holiday send stamp self address envelop drink us uk po box bray wicklow eir quiz start saturday unsub stop
ham,well wasnt avail washob nob last night ask nickey platt instead
ham,time week ryan
ham,wish u mani mani return day happi birthday vikki
spam,u win £ music gift voucher everi week start txt word draw tsc wwwidewcom skillgam winaweek age ppermesssubscript
ham,hope know im still mad
ham,argh g spotti anyway thing rememb research provinc sterl problemfre place look
ham,xam hall boy ask girl tell start term di answer den manag lot hesit n lookin around silent said intha ponnungal ipaditan
ham,know result
spam,congratul week competit draw u £ prize claim call b tcsstop sm ppm
ham,beauti truth graviti read care heart feel light someon feel heavi someon leav good night
ham,sorri im get feel realli bad total reject kinda thing
ham,got shitload diamond though
ham,tessypl favor pl convey birthday wish nimyapl dnt forget today birthday shija
ham,well im go aunti
ham,mine like fr china noisi
ham,later guess needa mcat studi
ham,sfrom train manual show tech processit password reset troubleshoot
spam,bu voucher wc marsm log onto wwwbutelecom discount credit opt repli stop custom care call
ham,spoke uncl john today strongli feel need sacrific keep he go call beg listen dont make promis make clear thing easi need pleas let us work thing long keep expect help creativ stifl pl keep happi promis part
ham,start search get job daysh great potenti talent
ham,carlo took leav minut
ham,well done luv ya
ham,came hostel
ham,k still love
ham,juz rememb gotta bath dog today
ham,drug abl eat
ham,alright took morphin back yo
ham,see requir pleas
ham,stayin troubl strangersaw dave day he sort nowstil bloke u gona get girl mrur mum still think get getha
spam,freemsg hey im buffi love satisfi men home alon feel randi repli c pix qlynnbv helpp msg send stop stop txt
spam,sunshin hol claim ur med holiday send stamp self address envelop drink us uk po box bray wicklow eir quiz start saturday unsub stop
ham,collect ur laptop
ham,ok later show around want cld drink wld prefer spend money nosh dont mind nxt wk
ham,get home
ham,waaaat lololo ok next time
ham,tabl occupi im wait tree
ham,sure dont forgot comei alway touch
ham,hi kindli give us back document submit loan stapati
ham,dont shall buy one dear
ham,oh god happi see messag day
ham,year mani mile
ham,hey cuti goe wale kinda ok like hill shit still avent kill
ham,sad stori man last week bday wife didnt wish parent forgot n kid went work even colleagu wish enter cabin pa said happi bday boss felt special askd lunch lunch invit apart went said u mind go bedroom minut ok sed sexi mood came minut latr wid caken wife parent kidz friend n colleagu scream surpris wait sofa nake
ham,think go honesti road call bank tomorrow tough decis make us great peopl
spam,free st week nokia tone ur mob everi week txt nokia get txting tell ur mate zed pobox wwq normpton
ham,specialis work slave labor look month sha co shakara beggar
ham,repli boy chang phone number
ham,go write msg put dictionari mode cover screen hand press ltgt gentli remov ur hand interest
ham,hi darlin im way london smash anoth driver big dent im realli miss u u xxx
ham,noth realli make sure everybodi speed
ham,im come home dinner
ham,thank way lost
ham,yesh good crickit mind
ham,thx well month
spam,shop till u drop either k k £ cash £ travel voucher call ntt po box crbt fixedlin cost ppm mobil vari
ham,pleas come imin towndontmatt urgoin outlrjust reallyne docdpleas dontpleas dontignor mycallsu thecd isvimport tome moro
ham,wont wat wit guy
ham,yavnt tri yet never play origin either
ham,hiya good day spoken sinc weekend
ham,see thought
ham,im work pleas call
ham,get readi moan scream
ham,oh k got job what
ham,dont think dont need go late school night especi one class one miss last wednesday probabl fail test friday
ham,pop ltgt ibuprofen help
ham,babe goe day sip cappuccino think love send kiss across sea
ham,ok
ham,ps u ur grown right
ham,chinatown got porridg claypot rice yam cake fishhead beehoon either eat cheap den go cafe n tok go nydc somethin
ham,know peopl hit fuck ye
ham,puriti friendship two smile read forward messageit smile see name gud evng
ham,anyth specif regard jaklin idk fuck
ham,oh god im gonna googl nearbi cliff
spam,free camera phone linerent month cross ntwk min price txt bundl deal also avbl call calloptoutj mf
ham,yup shd haf ard page add figur ü got mani page
ham,ooh got im gonna start belli danc moseley wed u want join cafe
ham,thankyou much call appreci care
ham,congrat treat pendingi mail dayswil mail thrurespect mother homecheck mail
ham,call one pick e phone ask alreadi said ok
ham,hi email address chang
ham,valuabl affection loveabl etern nobl truth intim natur enam happi valentin day advanc
ham,much textin bout
ham,bring got
ham,im movi call wat
ham,sure stomach
ham,haha im dinner cousin
ham,boy late home father power frndship
ham,man carlo definit come mu tonight excus
ham,soon real thing princess make wet
ham,rajipl favour pl convey birthday wish nimya pl today birthday
ham,haha leg neck kill amigo hope end night burn think could swing like hour
spam,urgent mobil xxxxxxxxx £ bonu caller prize nd attempt reach call asap boxnqp ppm
ham,usual bodi take care buy make sure doesnt progress pl continu talk saturday
spam,urgent costa del sol holiday £ await collect call toclaim sae tc pobox stockport skxh cost£pm maxmin
ham,hmm well night night
ham,want say holi shit guy werent kid bud
ham,gettin bit arti collag mo well tryin ne way got roast min love shall enjoy
ham,one day billion class right
ham,goodmorn today late hr back pain
ham,ok ill let noe later n ask call u tmr
ham,prabhaim sorydarealyfrm heart im sori
ham,ok im walik ard u wan buy anyth go ur hous
ham,two carton u pleas shelv
ham,nice talk pleas dont forget pix want see
spam,guarante £ cash £ prize claim yr prize call custom servic repres ampm cost p
ham,realli quit funni lor wat u shd haf run shorter distanc wat
ham,notic like look shit mirror your turn right freak
ham,great get worri know wonder care person like best life know u r wonder god love
spam,thank rington order ref number k mobil charg £ tone arriv pleas call custom servic
ham,prefer free day tue wed fri oso ü ask workin lor
ham,alrit jod how revis goin keri bin doin smidgin n e way u wanna cum collegexx
ham,beliv come home
ham,oh kkwhere take test
ham,exact intent
ham,haha money leh later got go tuition haha look empti slot drive lesson
ham,hey thk juz go accordin wat discuss yest lor except kb sun co there nt much lesson go attend kb sat
ham,k wen ur free come home also tel vikki hav sent mail also better come even il free today aftr pm
ham,noth get msg di name wit differ no
ham,good morn plz call sir
ham,what room number wanna make sure im knock right door
ham,sicomo nolistenedth plaid albumquit gdthe new air hilariousalso boughtbraindancea compofstuff aphex abelu havhear itc u sn xxxx
ham,pl tell nelson bb longer comin money expect aint come
ham,give someth drink take doesnt vomit temp might drop unmit howev let know
ham,think sent text home phone cant display text still want send number
ham,everi day use sleep ltgt
ham,k ill call im close
ham,u buy newspap alreadi
ham,nope wif si lor aft bath dog bath look like go rain soon
ham,boo im way mom she make tortilla soup yummmm
ham,manag puzzel
ham,find way didnt includ detail
spam,hi ya babe x u goten bout scammer get smartthough regular vodafon respond get prem rate msgsubscript no use also bewar
spam,back work morro half term u c nite sexi passion b go back chat luv dena call £minmobsmorelkpoboxhpfl
ham,like spoil
spam,thank rington order ref number r mobil charg £ tone arriv pleas call custom servic
ham,get threat sale execut shifad rais complaint offici messag
ham,hope thing went well doctor remind still need godid u c littl thing left loung
ham,den wat e schedul b lk sun
ham,lol enjoy role play much
ham,ok watch tv
ham,lov line hurt truth dont mindi wil toleratbc ur someon never comfort lie gud ni sweet dream
ham,check head drop stuff
ham,got lot hair dresser fr china
ham,sad stori man last week bday wife didnt wish parent forgot n kid went work even colleagu wish
ham,ill call even ill idea
spam,splashmobil choos gr tone wk subscrit servic weekli tone cost p u one credit kick back enjoy
ham,show wot say could u c dust
ham,take ltgt min
spam,heard u call rude chat privat line cum wan c pic gettin shag text pix end send stop sam xxx
ham,ok bu come soon come otherwis tomorrow
ham,cant pick phone right pl send messag
spam,forward free entri £ weekli comp send word enter tc wwwtextcompcom
ham,finish liao u
spam,lost pound help
ham,haha think
ham,u know watchin lido
ham,life spend someon lifetim may meaningless moment spent someon realli love mean life
ham,haha awesom ive u coupl time all come
ham,cold dont sad dear
ham,think could stop like hour roommat look stock trip
ham,telli brdget jone
ham,love aathilov u lot
ham,hello r u im bore inev thought id get bore tv tell someth excit happen anyth
ham,hmmbad newshyp park plaza studio takenonli left bedrm
ham,sorri ill call later meet
ham,r ü comin back dinner
ham,hav almost reach call unabl connect u
ham,wait yesterday
ham,reach home safe n sound liao
ham,velli good ye pleas
ham,hi wkend ok journey terribl wk good huge back log mark
ham,two letter copi co one messag speak soon
ham,alex know guy sell mid he south tampa dont think could set like
ham,dont messag offer
spam,mobil mth updat free orang latest colour camera mobil unlimit weekend call call mobil upd freefon stoptx
ham,hey babe u doin wot u nite love anni x
ham,remind get shall
ham,that v romant
ham,hello damn christma thing think decid keep mp doesnt work
spam,new messag pleas call
ham,hi darlin im missin u hope good time u back time u give call home jess xx
spam,forward hi mailbox messag sm alert messag match pleas call back retriev messag match
ham,draw vai dont think
ham,dont pick call someth import tell hrishi
spam,congrat year special cinema pass call c suprman v matrix starwar etc free bxipw pm dont miss
ham,nothin come mind ü help buy hanger lor ur laptop heavi
ham,ltgt that guess that easi enough
ham,make babi yo tho
ham,tell friend come round til like ltgt ish
ham,friendship poem dear dear u r near hear dont get fear live cheer tear u r alway dear gud ni
ham,still area restaur ill tri come back soon
ham,aight thatll work thank
spam,win year suppli cd store ur choic worth £ enter £ weekli draw txt music tsc wwwldewcomsubswinppmx
spam,mobi pub quizwin £ high street prize u know new duchess cornwal txt first name unsub stop £ sp arrow
ham,sleep bag blanket paper phone detail anyth els
spam,nokia get win free auction take part send nokia hgsuiteland rowwjhl
spam,congratul thank good friend u £ xma prize claim easi call p per minut btnationalr
spam,tddnewsletteremccouk game thedailydraw dear helen dozen free game great prizeswith
ham,guy
ham,also chat awesom dont make regular unless see person
ham,that signific dont worri
ham,that caus old live high
ham,waqt se pehl naseeb se zyada kisi ko kuch nahi miltazindgi wo nahi jo hum socht hai zindgi wo hai jo ham jeetey hai
ham,way offic da
ham,place want da
ham,pain couldnt come wors time
ham,ok
ham,stalk u
ham,sorri dude dont know forgot even dan remind sorri hope guy fun
ham,ok lor
ham,app class varaya elaya
ham,xma stori peac xma msg love xma miracl jesu hav bless month ahead amp wish u merri xma
spam,urgent mobil number £ bonu caller prize nd attempt reach call asap box nqp ppm
